page,clicks,impressions,ctr_percent,position,estimated_ctr_gap_clicks,recommended_action,opportunity_score
https://jftagro.com/es/,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/es/corn-gluten-meal-exporter.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/es/privacy.html,0,1,0.0,8.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/es/sesame-seeds-naturalhulled-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/es/yellow-maize-corn-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/fr/1401-steam-basmati-rice-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/fr/black-cumin-seeds-nigella-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/fr/blog.html,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/fr/dill-seeds-powder-exporter.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/fr/thank-you.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/grey-millet-exporter.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/id/blog-basmati-export-guide.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/id/blog-how-to-import-rice-nigeria-west-africa.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/id/blog.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/id/yellow-peas-matar-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ms/cassia-tora-meal-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/ms/corn-starch-exporter.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ms/europe-trade.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ms/groundnuts-peanuts-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/ms/mustard-seeds-powder-exporter.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ms/safflower-seeds-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ms/terms.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/products.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/products.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/products.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/products.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/pt/1509-steam-basmati-rice-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ru/,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ru/about.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ru/blog-top-indian-agro-commodities-import-2026.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/ru/groundnuts-peanuts-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/ru/safflower-seeds-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/si/1121-basmati-rice-exporter.html,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/si/blog-turmeric-market-outlook-2026.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/si/corn-gluten-meal-exporter.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/si/deoiled-rice-bran-dorb-exporter.html,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/si/turmeric-finger-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/blog-india-uae-cepa.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/buckwheat-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/cotton-seed-oil-cake-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/green-millet-bajra-exporter.html,0,1,0.0,5.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/green-mung-beans-exporter.html,0,1,0.0,10.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/th/indian-raisins-kishmish-exporter.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/,0,1,0.0,1.0,0.07,defend_and_monitor,0.9
https://jftagro.com/vi/1509-steam-basmati-rice-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/basil-seeds-exporter.html,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/blog-import-duty-indian-rice-by-country.html,0,1,0.0,4.0,0.08,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/cassia-tora-seeds-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/galangal-root-exporter.html,0,1,0.0,8.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/senna-leaves-exporter.html,0,1,0.0,6.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/senna-pods-exporter.html,0,1,0.0,9.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/vi/whole-nutmeg-powder-exporter.html,0,1,0.0,7.0,0.05,review_snippet_and_intent_after_post_release_window,0.9
https://jftagro.com/,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/ar/mustard-seeds-powder-exporter.html,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/ar/sunflower-seeds-exporter.html,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/chickpeas-kabuli-exporter.html,0,1,0.0,25.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/es/,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/es/cassia-tora-meal-exporter.html,0,1,0.0,47.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/fennel-seeds-sounff-exporter.html,0,1,0.0,21.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/fr/,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/fr/1121-basmati-rice-exporter.html,0,1,0.0,69.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/fr/1121-raw-basmati-rice-exporter.html,0,1,0.0,25.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/fr/chickpeas-kabuli-exporter.html,0,1,0.0,79.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/fr/deoiled-rice-bran-dorb-exporter.html,0,1,0.0,13.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/id/1401-sella-basmati-rice-exporter.html,0,1,0.0,12.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/id/coriander-seeds-exporter.html,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/id/dry-red-chilli-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/id/indian-raisins-kishmish-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/id/semolina-sooji-rava-exporter.html,0,1,0.0,13.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/ms/cassia-tora-seeds-exporter.html,1,1,100.0,12.0,0.0,strengthen_conversion_measurement,0.8
https://jftagro.com/ms/dry-red-chilli-exporter.html,0,1,0.0,87.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/ms/quality-control.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/pr-11-rice-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/products.html,0,1,0.0,3.0,0.04,defend_and_monitor,0.8
https://jftagro.com/pt/,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/pt/1121-raw-basmati-rice-exporter.html,0,1,0.0,90.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/pt/barley-seeds-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/pt/corn-starch-exporter.html,0,1,0.0,41.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/pt/cumin-seeds-jeera-exporter.html,0,1,0.0,13.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/pt/dill-seeds-powder-exporter.html,0,1,0.0,37.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/pt/wheat-flour-chakki-fresh-atta-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/red-millet-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/ru/1121-basmati-rice-exporter.html,0,1,0.0,52.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/ru/1121-steam-basmati-rice-exporter.html,0,1,0.0,13.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/ru/5-silky-sortex-short-grain-exporter.html,0,1,0.0,28.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/ru/curry-powder-exporter.html,0,1,0.0,50.0,0.0,validate_relevance_before_investing,0.8
https://jftagro.com/ru/red-millet-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/ru/sesame-seeds-naturalhulled-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/si/,0,1,0.0,16.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/si/5-silky-sortex-white-exporter.html,0,1,0.0,17.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/si/coriander-seeds-exporter.html,0,1,0.0,34.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/si/green-cardamom-exporter.html,0,1,0.0,3.0,0.04,defend_and_monitor,0.8
https://jftagro.com/si/tamarind-exporter.html,0,1,0.0,12.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/soya-bean-exporter.html,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/th/,0,1,0.0,3.0,0.04,defend_and_monitor,0.8
https://jftagro.com/th/sesame-seeds-naturalhulled-exporter.html,1,1,100.0,7.0,0.0,strengthen_conversion_measurement,0.8
https://jftagro.com/th/wheat-grass-powder-exporter.html,0,1,0.0,11.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/vi/,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/vi/1121-basmati-rice-exporter.html,0,1,0.0,2.0,0.04,defend_and_monitor,0.8
https://jftagro.com/vi/1401-steam-basmati-rice-exporter.html,0,1,0.0,3.0,0.04,defend_and_monitor,0.8
https://jftagro.com/vi/25-silky-sortex-white-exporter.html,0,1,0.0,27.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/vi/maize-grits-exporter.html,0,1,0.0,39.0,0.01,expand_relevant_content_and_links_after_validation,0.8
https://jftagro.com/vi/red-millet-exporter.html,0,1,0.0,12.0,0.02,review_snippet_and_intent_after_post_release_window,0.8
https://jftagro.com/vi/terms.html,0,1,0.0,26.0,0.01,expand_relevant_content_and_links_after_validation,0.8
